Titulo_libro	Autor	Subtitulo_libro	Cantidad ejemplares	Edicion	Año_publicacion	biblioitemnumber
Titulo_libro: Manual básico de métodos de camino crítico.	Autor: Marin, Isidoro	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1977.	biblioitemnumber: 125
Titulo_libro: Programación lineal : 	Autor: Marin, Isidoro	Subtitulo_libro: modelización y enunciados.	Cantidad ejemplares: 6	Edicion: 1ra.ed.	Año_publicacion: 1980.	biblioitemnumber: 126
Titulo_libro: Economía internacional monetaria : 	Autor: Martiarena Mantel, Ana M	Subtitulo_libro: Teoria de la balanza de pagos.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1978.	biblioitemnumber: 127
Titulo_libro: La nueva Argentina : 	Autor: Martinez, Pedro Santos	Subtitulo_libro: 1946-1955.	Cantidad ejemplares: 11	Edicion: 1ra.ed.	Año_publicacion: 1979.	biblioitemnumber: 128
Titulo_libro: Sindicación de acciones.	Autor: Mascheroni, Fernando H	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 2da.ed.	Año_publicacion: 1979.	biblioitemnumber: 129
Titulo_libro: Nuevo régimen de control societario.	Autor: Mascheroni, Fernando H	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1972.	biblioitemnumber: 130
Titulo_libro: La asamblea en la sociedad anónima : 	Autor: Mascheroni, Fernando H	Subtitulo_libro: manual teórico práctico.	Cantidad ejemplares: 2	Edicion: 2da.ed.	Año_publicacion: 1976.	biblioitemnumber: 131
Titulo_libro: El directorio en la sociedad anónima.	Autor: Mascheroni, Fernando H	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1978.	biblioitemnumber: 132
Titulo_libro: Ley de sociedades comerciales : 	Autor: Mascheroni, Fernando H	"Subtitulo_libro: ley 19550; texto actualizado."	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1981.	biblioitemnumber: 133
Titulo_libro: Vínculo accionista, sociedad anónima y el contrato de suscripción.	Autor: Mascheroni, Fernando H	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1970.	biblioitemnumber: 134
Titulo_libro: La gerencia de la sociedad anónima.	Autor: Megna, Pedro Pascual	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1970.	biblioitemnumber: 135
Titulo_libro: Capacidad para aceptar y repudiar herencias.	Autor: Mendez Costa, María J	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1978.	biblioitemnumber: 136
Titulo_libro: El nacimiento de la república 1763-1789.	Autor: Morgan, Edmundo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1965.	biblioitemnumber: 137
Titulo_libro: Preparación técnica, evaluación económica y presentación de proyectos.	Autor: Munier, Nolberto Juan	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1979.	biblioitemnumber: 138
Titulo_libro: Programación lineal.	Autor: Munier, Nolberto Juan	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 3ra.ed.	Año_publicacion: 1979.	biblioitemnumber: 139
Titulo_libro: Técnicas modernas para el planeamiento y control de la producción.	Autor: Munier, Nolberto Juan	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1978.	biblioitemnumber: 140
Titulo_libro: Libertadores y desarrollistas : 	Autor: Odena, Isidro J.	Subtitulo_libro: 1955 1962.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1977.	biblioitemnumber: 141
Titulo_libro: Estados contables consolidados.	Autor: Okretic, Carlos L	Subtitulo_libro: sin datos	Cantidad ejemplares: 6	Edicion: 3ra.ed.	Año_publicacion: 1976.	biblioitemnumber: 142
Titulo_libro: Antecedentes del derecho del trabajo en Venezuela (1916-1928)	Autor: Parra Aranguren, Fernando Ignacio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1980.	biblioitemnumber: 143
Titulo_libro: El derrumbe de la confederación : 	Autor: Paez De La Torre, Carlos	Subtitulo_libro: 1855-1862.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1977.	biblioitemnumber: 144
Titulo_libro: Elementos de contabilidad : 	Autor: Picoli, Ángel M.	Subtitulo_libro: Tercer Curso.	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: 1947.	biblioitemnumber: 145
Titulo_libro: Elementos de contabilidad : 	Autor: Picoli, Ángel M.	Subtitulo_libro: Segundo Curso.	Cantidad ejemplares: 1	Edicion: 12da.ed.	Año_publicacion: 1954.	biblioitemnumber: 146
Titulo_libro: Siglo y medio de la economía argentina.	Autor: Pinedo, Federico	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1961.	biblioitemnumber: 147
Titulo_libro: Necesidad de la conciliación obligatoria en el proceso civil.	Autor: Pizoni, Mario C.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1969.	biblioitemnumber: 148
Titulo_libro: Legislación administrativa actualizada año 1970.	Autor: Poclava Lafuente, Juan Carlos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1970.	biblioitemnumber: 149
Titulo_libro: Leyes y decretos de trabajo y previsión.	Autor: Prado, Pedro F	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1949.	biblioitemnumber: 150
Titulo_libro: Leyes y decretos de trabajo y previsión.	Autor: Prado, Pedro F	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1948.	biblioitemnumber: 151
Titulo_libro: Justicia de paz nacional y provincial.	Autor: Prat, Ana M.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1971.	biblioitemnumber: 152
Titulo_libro: Propuestas para una Argentina creciente.	Autor: Avila, Jorge C.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1989.	biblioitemnumber: 153
Titulo_libro: Impuesto a los réditos : 	Autor: Rabinovich, Marcos	Subtitulo_libro: exposición y comentario.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1957.	biblioitemnumber: 154
Titulo_libro: Legislación del trabajo.	Autor: Raimondi, Carlos A	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1952.	biblioitemnumber: 155
Titulo_libro: Derechos individuales del socio.	Autor: Reyes, Rafael Hugo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 3ra.ed.	Año_publicacion: 1993.	biblioitemnumber: 156
Titulo_libro: Las ideas penales de Blasco Ibañez.	Autor: Rivacoba y Rivacoba, Manuel De	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1966.	biblioitemnumber: 157
Titulo_libro: Ley de entidades financieras N° 21526.	Autor: Rodriguez, Alfredo C.	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1977.	biblioitemnumber: 158
Titulo_libro: Introducción a la contabilidad superior.	Autor: Rodríguez, Roberto Mario	Subtitulo_libro: sin datos	Cantidad ejemplares: 4	Edicion: 1ra.ed.	Año_publicacion: 1986.	biblioitemnumber: 159
Titulo_libro: Análisis estadístico demográfico para las tomas de decisiones.	Autor: Rodríguez, Hugo Miguel	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1982.	biblioitemnumber: 160
Titulo_libro: El sistema financiero argentino : 	Autor: Rodriguez, Alfredo C.	Subtitulo_libro: estructuras, leyes y normas.	Cantidad ejemplares: 4	Edicion: 1ra.ed.	Año_publicacion: 1978.	biblioitemnumber: 161
Titulo_libro: La felíz experiencia : 	Autor: Romero, Luis Alberto	Subtitulo_libro: 1820-1824.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1976.	biblioitemnumber: 162
Titulo_libro: Análisis histórico de la independencia argentina.	Autor: Rosa, José María	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 4ta.ed.	Año_publicacion: 1974.	biblioitemnumber: 163
Titulo_libro: La incidencia del rol del estado en la administración pública.	Autor: Roulet, Jorge Esteban	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1988.	biblioitemnumber: 164
Titulo_libro: Hacia Caseros : 	Autor: Rube, Julio Horacio	Subtitulo_libro: 1850-1852.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1978.	biblioitemnumber: 165
Titulo_libro: Entre dos centenarios : 	Autor: Saenz, Jimena	Subtitulo_libro: 1910-1916.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1976.	biblioitemnumber: 166
Titulo_libro: La república dividida : 	Autor: Saenz Quesada, María	Subtitulo_libro: 1852-1855.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1979.	biblioitemnumber: 167
Titulo_libro: Una metodología para el análisis de sistemas.	Autor: Salgado, Raúl C.	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 1977.	biblioitemnumber: 168
Titulo_libro: Tabla de logaritmos, trigonométricos y de cálculo de intereses.	Autor: Sánchez Ramos, Eusebio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 10ma.ed.	Año_publicacion: 1935.	biblioitemnumber: 169
Titulo_libro: La democracia ficta : 	Autor: Sanguinetti, Horacio	Subtitulo_libro: 1930-1938.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1977.	biblioitemnumber: 170
Titulo_libro: La suma del poder : 	Autor: Saravi, Mario Guillermo	Subtitulo_libro: 1835-1840.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1981.	biblioitemnumber: 171
Titulo_libro: Las brevas maduras : 	Autor: Scenna, Miguel Ángel	Subtitulo_libro: 1804-1810.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1977.	biblioitemnumber: 172
Titulo_libro: La aurora de la Independencia : 	Autor: Segreti, Carlos S.A.	Subtitulo_libro: 1810-1815.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1980.	biblioitemnumber: 173
Titulo_libro: La aurora de la Independencia : 	Autor: Segreti, Carlos S.A.	Subtitulo_libro: 1810-1815.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: [199-].	biblioitemnumber: 174
"Titulo_libro: Nuevo derecho accionario y de ""Konzern"" de Alemania."	Autor: Semon, Juan M	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1969.	biblioitemnumber: 175
Titulo_libro: Ajuste contable por inflación.	Autor: Senderovich, Isaac Aizik	Subtitulo_libro: sin datos	Cantidad ejemplares: 6	Edicion: 1ra.ed.	Año_publicacion: 1980.	biblioitemnumber: 176
Titulo_libro: Diagramación lógica : 	Autor: Seoane, José A.	Subtitulo_libro: lenguaje Cobol, Fortran.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1979.	biblioitemnumber: 177
Titulo_libro: Sistemas informáticos.	Autor: Seoane, José A.	Subtitulo_libro: sin datos	Cantidad ejemplares: 14	Edicion: 1ra.ed.	Año_publicacion: 1981.	biblioitemnumber: 178
Titulo_libro: Teoría de la administración de organizaciones.	Autor: Solana, Ricardo F	Subtitulo_libro: sin datos	Cantidad ejemplares: 15	Edicion: 1ra.ed.	Año_publicacion: 1978.	biblioitemnumber: 179
Titulo_libro: Estadística.	Autor: Sortheix, J.	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: [19--].	biblioitemnumber: 180
Titulo_libro: Política económica : 	Autor: Tinbergen, Jan	Subtitulo_libro: principios y formulación.	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1961.	biblioitemnumber: 181
Titulo_libro: Manual para la gestión profesional y empresaria : 	Autor: Vacarezza, Juan Carlos	Subtitulo_libro: administrativa, contable, societaria-impositiva, laboral.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1980.	biblioitemnumber: 182
Titulo_libro: Leyes penales.	Autor: Vázquez Iruzubieta, Carlos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1973.	biblioitemnumber: 183
Titulo_libro: Manual de ajuste por inflación de los estados contables.	Autor: Wainstein, Mario	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 2da.ed.	Año_publicacion: 1980.	biblioitemnumber: 184
Titulo_libro: La magra cosecha : 	Autor: Vedoya, Juan Carlos	Subtitulo_libro: 1868-1874.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1979.	biblioitemnumber: 185
Titulo_libro: Interpretación de balances.	Autor: Wall, Alexander	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1952.	biblioitemnumber: 186
Titulo_libro: Algebra.	Autor: Rojo, Armando O	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1972.	biblioitemnumber: 187
Titulo_libro: Anales de la X Convención Nacional de Consejos Profesionales de Ciencias Económicas.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1978.	biblioitemnumber: 188
Titulo_libro: Argentina : 	Autor: Cuccorese, Horacio Juan	Subtitulo_libro: manual de historia económica y social.	Cantidad ejemplares: 12	Edicion: 1ra.ed.	Año_publicacion: 1983.	biblioitemnumber: 189
Titulo_libro: Memoria anual.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1984.	biblioitemnumber: 190
Titulo_libro: Energy form.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1983.	biblioitemnumber: 191
Titulo_libro: Las Naciones Unidas al alcance de todos.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1960.	biblioitemnumber: 192
Titulo_libro: El mercado del tabaco y la evolución de la economía tabacalera en la última década.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1978.	biblioitemnumber: 193
Titulo_libro: Novenas Jornadas Nacionales de Docentes en Administración Financiera : 	Autor: sin datos	Subtitulo_libro: disertaciones.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1989.	biblioitemnumber: 194
Titulo_libro: Novenas Jornadas Nacionales de Docentes en Administración Financiera : 	Autor: sin datos	Subtitulo_libro: disertaciones.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1989.	biblioitemnumber: 195
Titulo_libro: Séptimas Jornadas Nacionales de Sistemas de Información.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1985.	biblioitemnumber: 196
Titulo_libro: Primeras Jornadas Nacionales de la Pequeña y Mediana Empresa : 	Autor: sin datos	Subtitulo_libro: desarrollar la realidad para consolidar el crecimiento.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1988.	biblioitemnumber: 197
Titulo_libro: Jornadas Universitarias de Contabilidad	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1991.	biblioitemnumber: 198
Titulo_libro: Caracterización y desarrollo regional bonaerense.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1979.	biblioitemnumber: 199
Titulo_libro: Decimoterceras Jornadas Universitarias de Contabilidad.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 200
Titulo_libro: Código Civil de la República Argentina : 	Autor: sin datos	Subtitulo_libro: leyes complementarias y modificatorias.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1943.	biblioitemnumber: 201
Titulo_libro: Código de Comercio.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1991.	biblioitemnumber: 202
Titulo_libro: Ley de fideicomisos.	Autor: Michelson, Guillermo	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1970.	biblioitemnumber: 203
Titulo_libro: Replanteo de la técnica contable : 	Autor: Fortini, Hernando Luis	Subtitulo_libro: su estructura básica, su acercamiento a la economía.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1980.	biblioitemnumber: 204
Titulo_libro: Dictionnaire des mathématiques appliquées.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: [199-].	biblioitemnumber: 205
Titulo_libro: Cuba 1959-1991 : 	Autor: sin datos	Subtitulo_libro: evaluando el castrato.	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1991.	biblioitemnumber: 206
Titulo_libro: Municipalismo y democracia : 	Autor: sin datos	Subtitulo_libro: encuentros municipales bonaerenses.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1988.	biblioitemnumber: 207
Titulo_libro: Municipalismo y democracia : 	Autor: sin datos	Subtitulo_libro: encuentros municipales bonaerenses.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1988.	biblioitemnumber: 208
Titulo_libro: La integración económica regional y los convenios binacionales.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1989.	biblioitemnumber: 209
Titulo_libro: Bonos : 	Autor: Rosiello, Juan Carlos	Subtitulo_libro: al alcance de todos.	Cantidad ejemplares: 6	Edicion: 1ra.ed.	Año_publicacion: 2002.	biblioitemnumber: 210
Titulo_libro: Medio siglo al servicio del país y de la profesión.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1976.	biblioitemnumber: 211
Titulo_libro: La profesión y los graduados en Ciencias Económicas en la República Argentina.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1972.	biblioitemnumber: 212
Titulo_libro: Dictámenes, recomendaciones e informes.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 2da.ed.	Año_publicacion: 1978.	biblioitemnumber: 213
Titulo_libro: Cultura y democracia.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1987.	biblioitemnumber: 214
Titulo_libro: Educación y democracia.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 4	Edicion: 1ra.ed.	Año_publicacion: 1986.	biblioitemnumber: 215
Titulo_libro: Aportes para la transformación del nivel medio.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1987.	biblioitemnumber: 216
Titulo_libro: Gastos e ingresos públicos provinciales 1970-1985.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1991.	biblioitemnumber: 217
Titulo_libro: Gastos e ingresos públicos provinciales 1970-1985.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1991.	biblioitemnumber: 218
Titulo_libro: Encuentro regional del noroeste argentino sobre integración latinoamericana.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 219
Titulo_libro: Integración latinoamericana : 	Autor: sin datos	Subtitulo_libro: informe base II.	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1992.	biblioitemnumber: 220
Titulo_libro: La promoción de la inversión industrial en la Argentina.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1988.	biblioitemnumber: 221
Titulo_libro: Informe sobre el desarrollo mundial 1978.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1978.	biblioitemnumber: 222
Titulo_libro: La economía de la Argentina : 	Autor: Ferrer, Aldo	Subtitulo_libro: las etapas del desarrollo y problemas actuales.	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1963.	biblioitemnumber: 223
Titulo_libro: Los inmigrantes.	Autor: Fast, Howard	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1979.	biblioitemnumber: 224
Titulo_libro: Ley de Sociedades Comerciales : 	Autor: Nissen, Ricardo Augusto	Subtitulo_libro: artículos 1 al 162.	Cantidad ejemplares: 3	Edicion: 1ra.ed.	Año_publicacion: 1982.	biblioitemnumber: 225
Titulo_libro: Legislación del trabajo.	Autor: Raimondi, Carlos A.	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1ra.ed.	Año_publicacion: 1952.	biblioitemnumber: 226
Titulo_libro: Enciclopedia de contabilidad y administración : 	Autor: Raimondi, Carlos A.	Subtitulo_libro: control y organización de empresas.	Cantidad ejemplares: 2	Edicion: 3ra.ed.	Año_publicacion: 1951.	biblioitemnumber: 227
Titulo_libro: La economía de la Argentina : 	Autor: Ferrer, Aldo	Subtitulo_libro: las etapas del desarrollo y problemas actuales.	Cantidad ejemplares: 2	Edicion: 12da.ed.	Año_publicacion: 1977.	biblioitemnumber: 228
Titulo_libro: El I.V.A. generalizado.	Autor: Martinez, Daniel	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1ra.ed.	Año_publicacion: 1990.	biblioitemnumber: 229
