Titulo del libro;Autor;Subtitulo del libro;Ejemplares disponibles;Edicion;Año publicacion
La inexplicable sociedad ;Klimovsky, Gregorio;cuestiones de epistemología de las ciencias sociales.;1;2a ;1998
Un mundo que se va ;Rosen, Eric Von;exploraciones y aventuras entre las altas cumbres de la Cordillera de los Andes.;1;sin informacion;1990
Geografía 2.;Pavicich, Mónica Beatriz Luisa;sin informacion;4;sin informacion;1993
Geografía 2do año ;Dassis, Alberto Antonio;Europa y Oceanía.;2;25a ;1983
Geografía de Europa.;Boero, Jorge A;sin informacion;1;20a ;[19--]
Geografía 2 ;Negro, Juana Inés;guía de aprendizaje y evaluación.;1;1a ;1988
Geografía de Europa y Oceanía.;Insogna, Elsa;sin informacion;10;8a ;1987
Geografía de Europa y Oceanía.;Rossi, Floreal;sin informacion;9;10a ;1988
Ciencias Sociales 7EGB.;Merega, Herminia;sin informacion;5;1a ;2000
Ciencias sociales 8EGB.;sin informacion;sin informacion;5;1a ;2001
Circuitos integrados.;Lenk, John D;sin informacion;1;1a ;1975
Amplificadores operacionales ;Graeme, Jerald G;diseño y aplicación.;1;sin informacion;[19--]
El libro del lenguaje y la comunicación 9EGB.;Jáuregui, Silvia ;sin informacion;5;sin informacion;1999
El mantenimiento del ordenador personal.;Graham, I;sin informacion;1;sin informacion;1986
El libro del hardware.;Beechhold, Henry F;sin informacion;1;sin informacion;1985
Introducción a los microprocesadores.;Szklanny, Fernando I;sin informacion;1;1a ;l979
Juegos electrónicos.;Minoli, A;sin informacion;1;sin informacion;c1985
Transformaciones socio-laborales en tiempos de convertibilidad ;Marcoleri, María Elena;empleo, desempleo, pobreza y migraciones en Jujuy.;1;sin informacion;c2001
Microprocesadores.;Cristiani, Horacio;sin informacion;1;sin informacion;1979
Interfonos y teléfonos ;Gueulle, Patrick;generalidades, redes particulares, montajes periféricos.;1;sin informacion;1983
Diseño de circuitos para audio AM/FM y TV.;sin informacion;sin informacion;1;sin informacion;[19--]
Teoría de conmutación y diseño lógico.;Hill, Frederick J;sin informacion;1;sin informacion;[19--]
La espada encendida.;Neruda, Pablo;sin informacion;1;3a ;1970
Microbiología general ;Carrillo, Leonor;microbiología agrícola. Parte 1.;1;sin informacion;1998
Problemas de filosofía.;Dallera, Osvaldo Alfredo;sin informacion;1;sin informacion;c1995
Las raíces de la vida.;Hoagland, Mahlon;sin informacion;1;1a ;1985
Biología.;Villee, Claude A;sin informacion;1;8a , rev.;c1996
Anatomía y fisiología.;Dembo, A;sin informacion;2;13a ;[19--]
Termodinámica ;Ninci, Mario;tratado del calor.;1;2a ;[19--]
Motores y máquinas.;Hansen, Asmus Thomas;sin informacion;1;sin informacion;1970
Geografía humana de la República Argentina.;Rossi, Floreal;sin informacion;1;1a ;1989
Electroquímica ;Rubio Felipe, Lamberto A;fundamentos.;1;sin informacion;1951
Nuevo diccionario técnico y de ingeniería ;Guinle, R. L;español-inglés e Inglés-español.;1;sin informacion;[19--]
Mi planta de naranja-lima.;Vasconcelos, José Mauro de;sin informacion;1;41a ;2002
Flor nueva de romances viejos.;Menendez Pidal, Ramón;sin informacion;1;6a ;1984
Trattato di macchine termiche ;Baulino, Carlo;V.1. Elementi di termodinamica pratica.;1;sin informacion;1914
Tratado de electricidad.;Singer, Francisco L;sin informacion;1;3a ;[l965]
El urbanismo.;Bardet, Gastón;sin informacion;1;2a ;l961
Código de minería de la República Argentina.;sin informacion;sin informacion;1;1a ;2002
Entradas al Chaco ;Ángelis, Pedro de;selección.;2;2a ;1989
Tablas usuales.;Lascurain, Antonio;sin informacion;1;19a ;1966
Tres novelas de Payró con pícaros en tres miras.;Anderson Imbert, Enrique;sin informacion;1;sin informacion;l942
Wagner.;Wichtenberger, Henri;sin informacion;1;sin informacion;[19--]
Luis XIV.;Belloc, Hilaire;sin informacion;1;sin informacion;[l946]
Ricardo Wagner y su obra.;Jacob, Walter P;sin informacion;1;2a ;[l94-]
Vida de Franz Liszt.;Pourtales, Guy de;sin informacion;1;sin informacion;1948
La vida de Roberto Schumann.;Colling, Alfred;sin informacion;1;sin informacion;1945
Veinte matemáticos célebres.;Vera, Francisco;sin informacion;1;sin informacion;1965
Julio Rey Pastor.;González Covarrubia, Juan José;sin informacion;1;sin informacion;1964
Capitán de corbeta Agustín del Castillo ;Terbeck, C. Augusto;explorador patagónico austral descubridor del yacimiento carbonífero Río Turbio.;1;sin informacion;1979
Dr. Victorino de la Plaza ;Cornejo, Atilio;de escribano público a Presidente de la República.;1;sin informacion;1980
José de San Martín ;Luzuriaga, Aníbal Jorge;el héroe y la lección moral de una conducta.;1;sin informacion;1980
Benvenuto Cellini ;Cellini, Benvenuto;mi vida.;1;sin informacion;cl971
Biología ;Merega, Herminia;citología, anatomía y fisiología, genética, salud y enfermedad.;2;la ;1998
Tecnología ;Doval, Luis;estrategia didáctica.;3;sin informacion;1998
Tecnología ;Doval, Luis;finalidad educativa y acercamiento didáctico.;3;sin informacion;1995
Alfabetización científica y tecnológica ;Fourez, Gerard;acerca de las finalidades de la enseñanza de las ciencias.;1;1a ;1998
Temas para la educación tecnológica ;Gay, Aquiles;modelos, materiales, energía, sistemas, lectura de objeto.;2;1a ;1999
La educación tecnológica ;Gay, Aquiles;aportes para su implementación.;3;sin informacion;1997
Estética de la creación verbal.;Bajtin, M. M;sin informacion;1;8a ;1998
Cultura escrita y oralidad.;Comps Olson, David R;sin informacion;1;sin informacion;1998
Elementos de preparación de minerales.;Taggart, Arthur F;sin informacion;1;1a ;1966
Labores mineras.;Borisov, S;sin informacion;1;sin informacion;1976
Lo sé todo;sin informacion;sin informacion;1;11a ;1962
El motor diesel ;Lapieza Cabral, Ángel;teoría, funcionamiento y conservación.;1;4a ;l954
La práctica del motor Diesel en automóviles, camiones, aviones, locomotoras, barcos.;Mchenley, Alan;sin informacion;1;sin informacion;1942
Avances en flotación.;sin informacion;sin informacion;1;sin informacion;1975
Petroquímica.;Astle, Melvin J;sin informacion;1;sin informacion;1962
Beneficiation of mineral fines ;sin informacion;problems and research needs : report of a workshop organized by Columbia University and held at Sterling Forest, New York, August 27-29, 1978.;1;1st ;1979
Avances en flotación.;Castro, Sergio ;sin informacion;1;1a ;1979
Lead & zinc.;Rausch, Donald;sin informacion;1;sin informacion;1970
Avances en flotación.;Castro, Sergio ;sin informacion;1;sin informacion;1977
Circuitos de trituración y molienda de minerales.;Lynch, A. J;sin informacion;1;1a ;1980
Proceedings of the 4th US Mine Ventilation Symposium.;Mc Pherson, Malcolm;sin informacion;1;sin informacion;1989
La química y la protección del medio ambiente.;Leithe, Wolfgang;sin informacion;2;sin informacion;1980
Recursos naturales.;Buchinger, María;sin informacion;2;2a , ampliada y actualizada;1982
Biotratamiento de residuos tóxicos y peligrosos ;Levin, Morris A;selección, estimación, modificación de microorganismos y aplicaciones.;1;1a ;1997
Tratamiento biológico de aguas de desecho.;Winkler, Michael A;sin informacion;1;sin informacion;1994
Esta, nuestra única Tierra ;Brailovsky, Antonio E;introducción a la ecología y medio ambiente.;1;sin informacion;1992
El gran libro para el cuidado del planeta.;Vallely, Bernadette;sin informacion;1;sin informacion;1992
Una invitación a la educación ambiental.;Abaca, María Cristina;sin informacion;1;sin informacion;1992
Ciencias biológicas I Nuestra casa ;Pedrol, Héctor;los seres vivos y su ambiente.;1;1a ;[19--]
Motores a explosión.;Ferpi, J;sin informacion;1;sin informacion;1946
Curso de mecánica industrial.;Ferrer, Ricardo;sin informacion;1;sin informacion;1944
Curso de motores Diesel.;Sani, Federico;sin informacion;5;sin informacion;1961
La técnica del Diesel.;Pérez Caminos, Justo David;sin informacion;1;2a ;1943
Principios de eléctronica.;Malvino, Albert Paul;sin informacion;1;4a , rev.;1991
Manual de herrería y metalistería.;Blandford, Percy W;sin informacion;1;1a ;1983
Manual del soldador eléctrico.;Bos, Héctor;sin informacion;1;4a , actualizada;1991
Flotaçao ;Salum, M. J. G;fundamentos, pratica e meio ambiente.;1;sin informacion;1992
Medicina preventiva.;Rodríguez, Germinal;sin informacion;1;sin informacion;1945
Higiene y profilaxis.;Rodríguez, Germinal;sin informacion;1;sin informacion;1944
Higiene individual y medio externo.;Rodríguez, Germinal;sin informacion;1;sin informacion;1945
Higiene pública.;Rodríguez, Germinal;sin informacion;1;sin informacion;1945
Medicina social.;Rodríguez, Germinal;sin informacion;1;sin informacion;1945
Energía solar para el hombre.;Brinkworth, B. J;sin informacion;1;1a ;1981
Escuela del motor Diesel ;Schwarzbock, Ernesto P. J;de la práctica para la práctica y el estudio.;6;sin informacion;1952
Trucaje de motores de cuatro tiempos.;Castro, Vicente Miguel de;sin informacion;1;3a ;1964
Curso de servicio y reparación Diesel.;sin informacion;sin informacion;1;sin informacion;1944
Tecnología de procesamiento de minerales ;Wills, Barry A;tratamiento de menas y recuperación de minerales.;1;1a ;1994
Elementos de máquinas.;Simpson, W;sin informacion;1;sin informacion;1947
El taller del torneado ;Berra, Francisco J;lecciones teórico prácticas para los aprendices mecánicos.;3;sin informacion;1977
El taller del ajuste ;Berra, Francisco J;lecciones teórico prácticas para los aprendices mecánicos.;3;sin informacion;1977
Técnica de la medición y trazado.;Kurrein, Max;sin informacion;1;2a ;1945
La técnica del embutido de planchas-El Trazado en la calderería.;Sellin, Walter;sin informacion;1;sin informacion;1954
Geografía: la Argentina y el Mercosur.;Echeverría, María Julia;sin informacion;5;sin informacion;2004
Manual de Normas IRAM de dibujo tecnológico.;sin informacion;sin informacion;2;sin informacion;2004
La industrialización del siglo XX.;Perroux, Francois;sin informacion;1;2a ;1964
Historia ;Pigna, Felipe;la Argentina contemporánea.;5;sin informacion;2000
Sociedad en red 7 ;Jungman, Esteban;historia, geografía, formación ética y ciudadana, economía, historia del arte.;5;sin informacion;2002
Matemática en red 8 EGB 3o Ciclo.;López, Alicia;sin informacion;2;sin informacion;[20--]
Matemática en red EGB 3o Ciclo.;López, Alicia;sin informacion;2;sin informacion;2001
Matemática en red 7 EGB 3o Ciclo.;López, Alicia;sin informacion;2;sin informacion;2001
Sociedad en red 9 EGB 3o Ciclo.;sin informacion;sin informacion;7;sin informacion;[20--]
Sociedad en red 8 egb 3o ciclo.;sin informacion;sin informacion;6;sin informacion;2000
Naturaleza en red 7 EGB 3o Ciclo.;Bassarsky, Magalí;sin informacion;2;sin informacion;2001
Naturaleza en Red 8 EGB 3o Ciclo.;Bassarsky, Magalí;sin informacion;2;sin informacion;2001
Naturaleza en red 9 EGB 3o Ciclo.;Bassarsky, Magalí;sin informacion;2;sin informacion;2002
La formación del Estado argentino ;Oszlak, Oscar;orden,  progreso y organización nacional.;1;sin informacion;[19--]
Diccionario español-inglés.;sin informacion;sin informacion;1;sin informacion;1971
Tomo la palabra 7.;Petruzzi, Herminia;sin informacion;1;sin informacion;2001
Aventuras con la ciencia ;Canestro, Elsa;experimentos científicos.;1;3a ;1997
Historia de América Latina.;sin informacion;sin informacion;1;sin informacion;1994
El dónde, cuándo y cómo del origen del hombre.;Ramírez Rozzi, Fernando;sin informacion;1;sin informacion;2001
Los dioses andinos ;Paleari, Antonio;algunos comentados, otros cotejados.;1;sin informacion;1999
Mitos griegos.;Osborne, Mary Pope;sin informacion;4;sin informacion;2000
La crisálida.;González, Horacio;sin informacion;1;sin informacion;2001
Alfabetización científica y tecnológica.;Fourez, Gerard;sin informacion;1;sin informacion;1997
San Martín ;Argañaraz Alcorta, Rodolfo;Gral. José de San Martín Padre de la Patria.;1;sin informacion;2000
Método y antimétodo ;Calello, Hugo;proceso y diseño de la investigación interdisciplinaria en Ciencias Humanas.;1;sin informacion;1999
Aire.;Walpole, Brenda;sin informacion;1;sin informacion;1991
Electricidad e imanes.;Cash, Terry;sin informacion;1;sin informacion;1991
Sonido.;Cash, Terry;sin informacion;1;sin informacion;1991
Matemática 1.;sin informacion;sin informacion;1;sin informacion;1995
Matemática 9 ;Hernaiz, Ignacio;cartas a medida.;1;1a ;1998
Grecia primitiva ;Finley, M. I;la edad de bronce y la era arcaica.;1;3a ;1987
Y usted ¿de qué se ríe?.;sin informacion;sin informacion;1;sin informacion;1999
Matemática 9.;Semino, Susana;sin informacion;2;sin informacion;1997
Técnica de los alternadores modernos.;Lagoma, Alfonso;sin informacion;1;3a ;1962
Lengua Pro-a EGB 7.;Céspedes, Cora;sin informacion;1;sin informacion;1997
Agua.;Walpole, Brenda;sin informacion;1;sin informacion;1988
Palabramundo 2 EGB.;Rey, Rosa María;sin informacion;1;sin informacion;1999
Lengua en uso EGB3 Nivel 2.;Nogueira, Sylvia;sin informacion;1;sin informacion;2000
Palabramundo 1 EGB.;Rey, Rosa María;sin informacion;1;sin informacion;1998
Tomo la palabra 9EGB ;Petruzzi, Herminia;curso de lengua.;1;sin informacion;2001
Tomo la palabra 8EGB ;Petruzzi, Herminia;curso de lengua.;1;1a ;2001
Describir el escribir ;Cassany, Daniel;cómo se aprende a escribir.;1;1a ;1997
Tecnología industrial II ;sin informacion;2o Bachillerato.;2;sin informacion;[19--]
Estructuras de superficies alabeadas ;Catalano, Eduardo F;combinaciones de paraboloides hiperbólicos.;1;sin informacion;1962
Dibujo técnico.;Evelson, M;sin informacion;1;sin informacion;1979
Dibujo técnico 1.;Guidobono, Hugo Ángel;sin informacion;3;sin informacion;1983
Dibujo técnico 2.;Guidobono, Hugo Ángel;sin informacion;3;sin informacion;1983
Tratado metódico de perspectiva.;Quaintenne, Esteban;sin informacion;1;5a , corr.;1981
AutoCAD avanzado versión 12 ;López Fernández, Javier;incluye AME V.2, Render, Ase, Aplicaciones ADS.;1;sin informacion;1993
Educación para la salud.;Vattuone, Lucy F. de;sin informacion;1;14a ;1988
Tiempo y clima.;Parker, Steve;sin informacion;1;sin informacion;1995
El libro del Congreso 2002.;sin informacion;sin informacion;2;sin informacion;2002
Electroquímica.;Rubio Felipe, Lamberto A;sin informacion;1;1a ;2006
El joven astrónomo.;Snowden, Sheila;sin informacion;1;sin informacion;1984
Lengua, ciencias, escuela, sociedad ;Viramonte de Avalos, Magdalena;para una educación linguística integral.;1;sin informacion;l977
Cuentos con espectros, sombras y vampiros.;sin informacion;sin informacion;2;1a ;2001
Tecnología 8.;Gotbeter, Gustavo;sin informacion;1;6a ;2001
Saber sobre nuestros saberes ;Fourez, Gerard;un léxico epistemológico para la enseñanza.;1;sin informacion;l997
La vida y el Universo.;Aljanati, David;sin informacion;1;1a ;2000
Memoria e identidad.;Candau, Joel;sin informacion;1;1a ;2001
Geografía y ciencias sociales ;Durán, Diana;mundo contemporáneo.;1;1a ;1998
Anatomía y fisiología.;Dos Santos Lara, José Ángel;sin informacion;1;20a ;1974
Simulación dinámica de tiempo real ;Tarifa, Enrique;pasteurizador HTST.;1;sin informacion;1998
Escritos sobre literatura.;Marx, Karl;sin informacion;1;1a ;2003
El trabajado de los metales.;Schwoch, W;sin informacion;1;sin informacion;1945
Brochado ;Knoll, Leonard;aserrado de los metales.;1;sin informacion;1945
El ABC de la construcción de modelos, máquinas y herramientas de trabajo de la madera.;Kadlec, Emil;sin informacion;1;sin informacion;1945
Manual del fundidor de metales.;Duponchelle, J;sin informacion;1;sin informacion;1942
Componentes electrónicos ;sin informacion;descripción técnica y características para estudiantes.;1;sin informacion;1987
Generación del vapor ;Mesny, Marcelo;combustión, hogares, gasógenos, calderas, tratamiento de aguas, economizadores, sobrecalentadores y precalentadores de aire.;2;sin informacion;1946
Manual para instalaciones eléctricas de alumbrado y fuerza motriz.;sin informacion;sin informacion;1;2a ;1962
Organos de unión ;Pezzano, Pascual;elementos de máquinas I.;5;10a ;1979
Engranajes y poleas.;Pezzano, Pascual;sin informacion;1;5a ;1966
Modelos y moldes para fundición.;Deslandes, Fernand;sin informacion;1;sin informacion;1966
Manual del taller de reparación y ajuste de automóviles y camiones.;Ferpi, J;sin informacion;1;2a ;1950
Manual del ingeniero electricista.;Singer, Francisco L;sin informacion;1;sin informacion;1947
Manual del ingeniero.;sin informacion;sin informacion;4;2a ;1938
Manual del ingeniero químico.;Perry, John H;sin informacion;1;sin informacion;1966
Tratado de mecánica industrial.;Moulan, P. H;sin informacion;1;5a ;1492
Bricolaje soldadura.;Pierre, Auguste;sin informacion;1;4a ;1994
Blasters handbook.;sin informacion;sin informacion;1;sin informacion;[19--]
Flotation.;Mayer, Erwin W;sin informacion;1;sin informacion;1931
Fabricación, aislamiento y cálculo de los conductores eléctricos.;Perrine, F. C. A;sin informacion;1;sin informacion;[19--]
Como soldar metales y aleaciones.;Richarson, E;sin informacion;1;sin informacion;1946
Curso de servicio y reparación Diesel.;Sani, Federico;sin informacion;1;sin informacion;1944
Energía solar.;Quadri, Néstor Pedro;sin informacion;1;sin informacion;1991
Dibujo de máquinas.;Laudien, Karl;sin informacion;1;sin informacion;1945
Dibujo de máquinas ;Schiffner, Ricardo;con iniciación en la construcción mecánica.;1;3a ;1943
Prospección y cubicación de los Yacimientos de Placeres Auríficos.;Arias, Antonio Normando;sin informacion;1;sin informacion;1968
Mining engineer's handbook.;Peele, Robert;sin informacion;4;3rd ;1941
El cálculo electrónico.;Renard, Bruno;sin informacion;1;sin informacion;1963
Mining engineer's handbook.;Peele, Robert;sin informacion;4;3rd ;1941
Tratado de laboreo de minas ;Heise, F;con especial consideración de las minas de carbón.;7;sin informacion;1943
Tratado de laboreo de minas ;Heise, F;con especial consideración de las minas de carbón.;5;sin informacion;1943
Compendio de laboreo de minas.;Heise, F;sin informacion;4;sin informacion;1948
Prospección, exploración y evaluación.;Novitzky, Alejandro;sin informacion;1;sin informacion;1978
Minería a cielo abierto y su planificación.;Novitzky, Alejandro;sin informacion;2;sin informacion;1976
Electrotecnia I.;Renaud, Adolfo Jorge;sin informacion;5;6a ;1984
Electrotecnia II.;Renaud, Adolfo Jorge;sin informacion;6;1a ;1981
Mining practice.;sin informacion;sin informacion;1;sin informacion;1946
Manual práctico del buscador de minas.;Cassano, Ricardo;sin informacion;2;sin informacion;[19--]
Economía minera.;Hoover, Theodore Jesse;sin informacion;8;sin informacion;1946
Manual del minero.;Camargo Blacutt, Carlos;sin informacion;2;1a ;1941
Tratamiento mecánico de minerales.;Zuleta, Mario;sin informacion;1;1a ;1994
Seguridad e higiene industrial.;Dembo, A;sin informacion;15;sin informacion;1968
Manual del constructor de máquinas.;Dubbel, H;sin informacion;1;2a ;1952
Manual del constructor de máquinas.;Dubbel, H;sin informacion;1;2a ;1952
Electrónica general ;Gil Padilla, Antonio J;dispositivos básicos y analógicos.;1;sin informacion;1990
El hormigón armado ;Saliger, Rudolf;materiales, cálculo y formas constructivas.;1;2a ;l953
Higiene y seguridad industrial.;Dembo, A;sin informacion;1;13a ;1981
Seguridad e higiene industrial.;Dembo, A;sin informacion;2;4a , rev. y ampliada;[19--]
Seguridad e higiene industrial.;Dembo, A;sin informacion;2;8a ;1981
Seguridad e higiene industrial.;Tusiani, Mario Oscar;sin informacion;1;sin informacion;1969
Practical mine development and equipment.;Eaton, Lucien;sin informacion;1;1st ;1934
Handbook for prospectors and operators of small mines.;Bernewitz, M. W. Von;sin informacion;1;4th ;1943
Cumbres borrascosas.;Brönte, Emily;sin informacion;1;sin informacion;2000
Yacimientos minerales de rendimiento económico.;Bateman, Alan M;sin informacion;6;5a ;1978
Recursos minerales de la República Argentina ;Ángelelli, Víctorio;yacimientos metalíferos.;3;sin informacion;1950
Recursos minerales de la República Argentina ;Borrello, Ángel V;combustibles sólidos minerales.;1;sin informacion;1956
Las especies minerales de la República Argentina.;Ahlfeld, Federico;sin informacion;2;sin informacion;1948
Preparación mecánica de minerales y carbones.;Fernández Miranda y Gutiérrez, Eustaquio;sin informacion;5;sin informacion;1946
Handbook of mineral dressing ;sin informacion;Ores and industrial minerals.;1;sin informacion;1945
Explotación de minas ;Vidal, V;Tomo III Métodos, energía, servicios del exterior.;1;sin informacion;1966
Mine examination, questions and answers.;Beard, James T;sin informacion;1;1st ;1923
Mine examination, questions and answers.;Beard, James T;sin informacion;1;1st ;1923
Mine examination, questions and answers.;Beard, James T;sin informacion;1;1st ;1923
Elementos de minería.;Young, George J;sin informacion;4;sin informacion;[19--]
Código de Minería de la República Argentina.;sin informacion;sin informacion;3;sin informacion;2002
Código de Minería de la República Argentina.;sin informacion;sin informacion;3;sin informacion;1981
Código de Minería de la República Argentina.;sin informacion;sin informacion;6;1a ;1980
Código de Minería de la República Argentina.;sin informacion;sin informacion;1;7a ;1980
Contribución al conocimiento de la minería y geología del Noroeste Argentino.;Sgrosso, Pascual;sin informacion;1;sin informacion;1943
The Design of Mine Structures.;Ketchum, Milo S;sin informacion;1;11th ;1912
Yacimientos metalíferos de la República Argentina I.;Ángelelli, Víctorio;sin informacion;1;sin informacion;1984
Yacimientos metalíferos de la República Argentina II.;Ángelelli, Víctorio;sin informacion;1;sin informacion;1984
Curso de máquinas mineras.;Ariñez, Marino Antonio;sin informacion;2;sin informacion;1981
Curso medio de resistencia de materiales.;Panseri, Enrique;sin informacion;2;9a ;1981
Higiene.;Fernández Riera, Serafín;sin informacion;2;1a ;1941
Evaluación de microclimas laborales.;sin informacion;sin informacion;2;sin informacion;1980
Estudio de las condiciones de higiene del aire de la ciudad de Buenos Aires.;Marsico, Alfredo;sin informacion;6;sin informacion;1974
Elementos y práctica de ingenieria eléctrica.;Avendaño, J;sin informacion;1;sin informacion;[19--]
Radioisótopos ;Faires, R. A;técnicas de laboratorio.;1;sin informacion;1973
Manual de procedimientos modernos para las investigaciones de tesoros y minas.;Iglesias, Janeiro J;sin informacion;1;2a , corr. y aum.;1939
Curso metódico de dibujo de máquinas.;Carrino, Reynaldo P;sin informacion;1;sin informacion;1944
Curso de explotación de minas del Programa de Asistencia y Cooperación técnica ;Ibarra, Luis Eduardo;creación de un laboratorio piloto en la formación de recursos humanos.;2;sin informacion;1981
Técnica experimental en las riquezas minerales argentinas ;Guiñazú, Ricardo;importancia, antecedentes, caracteres geológicos, investigaciones prácticas.;3;sin informacion;1943
Canteras y minas.;Bertolio, S;sin informacion;2;sin informacion;1992
Perforaciones y sondeos ;Cambefort, Henri;su empleo en los trabajos de reconocimiento y en las obras públicas.;2;3a ;1975
Código de Minería.;sin informacion;sin informacion;11;sin informacion;1998
Curso de derecho minero.;Catalano, Edmundo Fernando;sin informacion;1;4a , actualizada;1975
Problemas emergenciales y soluciones APELL.;Villas Boas, Roberto ;sin informacion;1;sin informacion;2004
La metamorfosis.;Kafka, Franz;sin informacion;2;sin informacion;2000
Venecia.;Accame, Jorge;sin informacion;2;2a ;1999
La vida de la abejita Bina.;Díaz Michel, Mery Ruth;sin informacion;2;1a ;2004
El príncipe rana.;Mitchell, Stephen;sin informacion;1;1a ;1999
Ciencias naturales activa 7 ;Carreras, Norma ;geología-biología-física-química.;4;1a ;2001
Ciencias naturales activa 8 ;Carreras, Norma ;geología-biología-física-química.;4;1a ;2003
Ciencias naturales 9 ;Carreras, Norma ;geología-biología-física-química.;4;1a ;2001
Reglamento de básquetbol.;sin informacion;sin informacion;1;sin informacion;2009
Reglamento de hándball ;sin informacion;2003-2004.;6;1a ;2003
Léxico técnico de las artes plásticas.;Crespi, Irene;sin informacion;1;1a ;1971
Tesis, monografías e informes.;Botta, Mirta;sin informacion;8;1a ;2002
El viejo y el mar.;Hemingway, Ernest;sin informacion;4;sin informacion;2003
Despacio, escuela ;Fernández Tiscornia, Nelly;la vida empieza con A.;3;sin informacion;1999
Reglamento de b?asquetbol.;sin informacion;sin informacion;5;sin informacion;2004
Literatura 3 argentina y latinoamericana y lengua.;Galán, Ana Silvia;sin informacion;3;sin informacion;2001
Biología activa.;Bombara, Nora;sin informacion;3;sin informacion;2001
Literatura argentina y latinoamericana.;De Luca, Gabriel ;sin informacion;3;sin informacion;1998
Lengua 9.;Bavio, Carmen;sin informacion;3;sin informacion;2004
Ciencias naturales 7 ;Espinoza, Ana María;tercer ciclo EGB.;2;sin informacion;2003
Ciencias naturales 8 ;Espinoza, Ana María;tercer ciclo EGB.;2;sin informacion;2003
Ciencias Naturales 9.;Espinoza, Ana María;sin informacion;2;sin informacion;2003
Biología 1 ;Suárez, Hilda;la célula: unidad de los seres vivos.;2;sin informacion;2002
Biología 2 ;Suárez, Hilda;el organismo humano: funciones de nutrición, relación y control.;2;sin informacion;2002
Biología 3 ;Suárez, Hilda;el organismo humano: salud y enfermedad.;2;sin informacion;2002
Biología 4 ;Frid, Débora;la vida: continuidad y cambio.;2;sin informacion;2002
El ecosistema y la preservación del ambiente.;Muzzanti, Silvina;sin informacion;2;sin informacion;2002
Matemática 7 ;Agrasar, Mónica;Anexo Teórico + Trabajos Prácticos.;3;sin informacion;2003
Matemática 8 ;Agrasar, Mónica;Anexo Teórico + Trabajos Prácticos.;3;sin informacion;2003
Matemática 9 ;Agrasar, Mónica;Anexo Teórico + Trabajos Prácticos.;3;sin informacion;2003
Físico-Química ;Bosack, Alejandro P;Activa.;3;sin informacion;2001
Culturas y estéticas contemporáneas.;Ferreras, Cristina;sin informacion;1;sin informacion;2003
Lengua y Literatura 7 ;Blake, Cristina Elsa;la narración en la literatura y en los discursos sociales.;3;sin informacion;2002
Antología ;Bavio, Carmen;textos literarios y no literarios.;3;sin informacion;2004
La gesta de Patagones.;García Enciso, Isaías José;sin informacion;1;3a ;1977
Drogadependencia ;Ronchetti, María Inés;su prevención.;1;sin informacion;1995
Fin de fiesta.;Guido, Beatriz;sin informacion;1;sin informacion;2000
Nacimiento de una Ciudad Romana ;Macaulay, David;300 años a.de J.C.;1;sin informacion;1978
Veinte poemas de amor y una canción desesperada.;Neruda, Pablo;sin informacion;2;14a ;1992
Geografía de la Argentina.;Lorenzini, Horacio N;sin informacion;6;4a ;1995
Geografía de la Argentina.;Lorenzini, Horacio N;sin informacion;2;6a ;1993
Manual de Normas Iram de aplicación para Dibujo Técnico.;sin informacion;sin informacion;1;26a ;1995
Anatomía y fisiología ;Dembo, A;estudio del cuerpo humano.;2;18a ;1976
Manual de Normas para Dibujo Técnico.;sin informacion;sin informacion;2;27a ;1989
Curso de anatomía y fisiología ;Dembo, A;estudio del cuerpo humano.;1;12a ;[19--]
Aritmética 3.;Repetto, Celina H;sin informacion;3;17a ;1968
Matemática preuniversitaria.;Royo De Ovando, Josefina;sin informacion;1;sin informacion;2004
Lexis 22 ;sin informacion;diccionario enciclopédico VOX.;1;sin informacion;1976
1890 ejercicios de álgebra primer curso.;Médici, S. Héctor ;sin informacion;1;sin informacion;[19--]
Elementos de trigonometría y esférica.;Alzaa, Fidencio;sin informacion;1;11a ;1956
Matemática ;Tajani, Miguel M;enfoque moderno para Escuelas Nacionales de Educación Técnica Segundo año.;2;25a ;[19--]
Enseñar a pensar.;Márquez, Cristina del C;sin informacion;1;sin informacion;1985
Introducción al cálculo de probabilidades.;Gnedenko, B. V;sin informacion;1;sin informacion;1962
El riego ;Domínguez García-Tejero, Francisco;su implantación y su técnica.;1;sin informacion;1971
Tratado popular de física.;Kleiber, Juan ;sin informacion;1;4a ;1926
Teledetección aplicada ;Scanvic, Jean-Yves ;cartografía.;1;sin informacion;1989
G.P.S. ;Nuñez-García Del Pozo, Alfonso;la nueva era de la topografía.;1;sin informacion;1992
Historia universal ;sin informacion;prehistoria y primeras civilizaciones.;1;sin informacion;2004
Historia universal ;sin informacion;Alejandro y el mundo griego.;1;sin informacion;2004
Historia universal ;sin informacion;Asirios, Persas y Primeras Culturas Americanas.;1;sin informacion;2004
Química inorgánica moderna.;Parkes, G. D;sin informacion;1;5a , rev. y ampliada;1955
Historia universal ;sin informacion;el Egipto Faraónico.;1;sin informacion;2004
Hierro y acero.;Tiemann, Hugh P;sin informacion;1;sin informacion;1950
El petróleo argentino.;Silenzi De Stagni, Adolfo;sin informacion;1;4a ;1955
Glosario de términos usuales de la industria petrolera.;sin informacion;sin informacion;1;sin informacion;1947
