autor;titulo_libro;subtitulo_libro;cantidad_ejemplar;libro_edicion;año_publicacion;biblioitemnumber
"Chiavenato, Idalberto";"Introducción a la teoría general de la administración.";;12;4ta.ed.;1995.;2032
"Farres Cavagnaro, Juan";"Metodología administrativa.";;1;1ra.ed.;1985.;2033
"Handy, Charles";"Los dioses de la administración.";;1;1ra.ed.;1983.;2034
"Heilman, Madeline E.";"Managing human forces in organizations.";;1;1ra.ed.;1982.;2035
"Thomas, John J";"Introducción al análisis estadístico para economistas.";;1;1ra.ed.;1986.;2036
"Koontz, Harold";"Elementos de administración moderna.";;1;1ra.ed.;1975.;2037
"Hampton, David R";"Administración contemporánea.";;1;1ra.ed.;1985.;2038
"Berg, Hartmut";"La política de competencia en la Economía Social de Mercado.";;1;1ra.ed.;1988.;2039
"Álvarez, Héctor Felipe";"Administración : ";"una introducción al estudio de la administración.";9;1ra.ed.;1985.;2040
"Spiegel, Murray R";"Teoría y problemas de estadística.";;7;1ra.ed.;1984.;2041
"Walpole, Ronald E";"Probabilidad y estadística.";;2;3ra.ed.;1996.;2042
"Canavos, George C.";"Probabilidad y estadística : ";"aplicaciones y métodos.";2;1ra.ed.;1988.;2043
"Merril, William C.";"Introducción a la estadística económica.";;1;;1972.;2044
"Merril, William C.";"Introducción a la estadística económica.";;4;;1972.;2045
"Mendenhall, William";"Estadística para administradores.";;1;2da.ed.;1990.;2046
"Cochran, William G.";"Técnicas de muestreo.";;10;1ra.ed.;1982.;2047
"Stoner, James A. F";Administración.;;1;2da.ed.;1986.;2048
"Mayntz, Renate";"Sociología de la organización.";;10;3ra.ed.;1980.;2049
"Mayntz, Renate";"Sociología de la organización.";;2;4ta.ed.;1982.;2050
"March, James G.";"Teoría de la organización.";;4;5ta.ed.;1981.;2051
"Lardent, Alberto R";"Técnicas de organización, sistemas y métodos.";;4;1ra.ed.;1984.;2052
"Lardent, Alberto R";"Técnicas de organización, sistemas y métodos.";;2;3ra.ed.;1993.;2053
"Perel, Vicente L";"Administración : ";"pasado, presente y futuro.";5;1ra.ed.;1982.;2054
"Simon, Herbert A";"El comportamiento administrativo : ";"estudio de los procesos de adopción de decisiones en la organización administrativa.";6;2da.ed.;1984.;2055
"Solana, Ricardo F";"Administración de organizaciones en el umbral del tercer milenio.";;19;1ra.ed.;1994.;2056
"Ohmae, Kenichi";"La mente del estratega : ";"el triunfo de los japoneses en el mundo de los negocios.";1;1ra.ed.;1985.;2057
"Settembrino, Hugo O.";"Innovación, productivdad y globalización.";;1;1ra.ed.;1995.;2058
"Fresco, Juan Carlos";"Desarrollo gerencial : ";"hacia calidad total.";1;1ra.ed.;1991.;2059
"Litterer, Joseph A";"Una introducción a la administración.";;1;;1984.;2060
"Waterston, Albert";"Planificación del desarrollo : ";"lecciones de la experiencia.";2;1ra.ed.;1975.;2061
"Poe, Jerry B";"An introduction to the american business enterprise.";;1;1ra.ed.;1983.;2062
"Holmberg, Eduardo Alejandro";"Investigación agrícola en la Provincia de Jujuy.";;1;;1988.;2063
"Fowler Newton, Enrique";"Contabilidad con inflación.";;2;1ra.ed.;1985.;2064
"Arreghini, Hugo Ricardo";"Los estados de origen y aplicación de fondos : ";"concepto, elaboración, aplicaciones y ajustes por inflación.";15;1ra.ed.;1984.;2065
"García, Sergio";"Principios y normas contables en la Argentina.";;31;1ra.ed.;1984.;2066
"Biondi, Mario";"Fundamentos de la contabilidad.";;2;3ra.ed.;1982.;2067
"Arévalo, Alberto";"Elementos de contabilidad general.";;1;10ma.ed.;1982.;2068
"Arreghini, Hugo Ricardo";"Interés del capital propio.";;10;1ra.ed.;1986.;2069
;"Dictámenes, recomendaciones, informes.";;1;1ra.ed.;1984.;2070
"Marchese, Domingo M";"Nuevas normas contables.";;20;1ra.ed.;1984.;2071
"Garcia, Sergio O.";"Valores corrientes.";;16;1ra.ed.;1983.;2072
"Senderovich, Isaac Aizik";"Contabilidad introductoria y básica : ";"teoría y casos prácticos.";3;3ra.ed.;1987.;2073
"Senderovich, Pablo David";"Resolución Técnica Nº6, estados contables en moneda constante : ";"metodología y casos prácticos.";15;2da.ed.;1984.;2074
"Senderovich, Pablo David";"Resolución Técnica Nº6, estados contables en moneda constante : ";"metodología y casos prácticos.";15;3ra.ed.;1987.;2075
"Continolo, Giuseppe";"El archivo en la organización moderna.";;2;;1979.;2076
"Senderovich, Isaac Aizik";"Contabilidad básica; modelos de las resoluciones técnicas Nº 6,8,9 y 10.";;1;1ra.ed.;1993.;2077
"Senderovich, Pablo David";"Resolución técnicas 8 y 9 : ";"nivel básico.";2;1ra.ed.;1994.;2078
"Senderovich, Pablo David";"Resolución técnica 10 : ";"nivel básico.";2;1ra.ed.;1994.;2079
"López Santiso, Horacio";Consolidación.;;6;3ra.ed.;1992.;2080
"Senge, Peter M";"La quinta disciplina : ";"cómo impulsar el aprendizaje en la organización abierta al aprendizaje.";1;2da.ed.;1995.;2081
"Thierauf, Robert J";"Principios y aplicaciones de administración.";;1;1ra.ed.;1983.;2082
"Mintzberg, Henry";"La estructuración de las organizaciones.";;1;1ra.ed.;1984.;2083
"Martinez Nogueira, Roberto";"Empresas familiares : ";"su significación social y su problemática organizacional.";1;1ra.ed.;1984.;2084
"Michael, Stephen R.";"Técnicas para el cambio organizacional.";;1;1ra.ed.;1983.;2085
"Deming, W. Edwards";"Calidad, productividad y competitividad : ";"la salida de la crisis.";1;1ra.ed.;1987.;2086
"Drovetta, Mabel Susana";"Diccionario de administración y ciencias afines.";;5;1ra.ed.;1995.;2087
"Mintzberg, Henry";"La naturaleza del trabajo directivo.";;1;1ra.ed.;1983.;2088
"Hillier, Frederick S.";"Introducción a la investigación de operaciones.";;1;3ra.ed.;1993.;2089
"Mc Gregor, Douglas";"El administrador profesional.";;4;1ra.ed.;1981.;2090
"Mendina, Oscar Antonio";"Manual de costos bancarios.";;15;1ra.ed.;1983.;2091
"Ortega Pérez De León, Armando";"Contabilidad de costos.";;10;4ta.ed.;1982.;2092
"Senderovich, Isaac Aizik";"Análisis e interpretación de estados contables.";;5;1ra.ed.;1982.;2093
"García, Sergio";"Moneda constante.";;23;1ra.ed.;1986.;2094
"Gimenez, Carlos Manuel";"Tratado de contabilidad de costos.";;5;3ra.ed.;1986.;2095
"Gimenez, Carlos Manuel";"Tratado de contabilidad de costos.";;3;5ta.ed.;1992.;2096
"Vazquez, Juan Carlos";"Tratado de costos.";;18;4ta.ed.;1983.;2097
"Vázquez, Juan Carlos";"Tratado de costos.";;16;4ta.ed.;1983.;2098
"Perdomo Moreno, Abraham";"Análisis e interpretación de estados financieros.";;1;7ma.ed.;1978.;2099
"Wainstein, Mario";"Informes de auditoría.";;2;1ra.ed.;1992.;2100
"Fowler Newton, Enrique";"Análisis de estados contables.";;10;1ra.ed.;1996.;2101
"Cholvis, Francisco";"Análisis e interpretación de estados contables.";;1;1ra.ed.;1983.;2102
"Cascarini, Daniel Carlos";"Costeo y evaluación de la producción conjunta : ";"teoría y práctica.";25;1ra.ed.;1985.;2103
"Boardman, R.D.";"Dirección y análisis de costes en hoteles y restaurantes.";;1;2da.ed.;1974.;2104
"Cassaigne Martínez, Eduardo";"Costeo directo en la toma de decisiones.";;23;1ra.ed.;1981.;2105
"Backer, Morton";"Contabilidad de costos : ";"un enfoque administrativo y de gerencia.";19;1ra.ed.;c1981.;2106
"Backer, Morton";"Contabilidad de costos : ";"un enfoque administrativo para la toma de decisiones.";8;2da.ed.;1983.;2107
"Domínguez, Luis Martín";"Manual práctico de costos : ";"principios básicos.";6;2da.ed.;1982.;2108
"Emery, James C.";"Sistemas de planeamiento y control en la empresa : ";"teoría y tecnología.";11;4ta.ed.;1980.;2109
;"Resoluciones técnicas nros.4, 5, 6, 7, 8, 9, 10, 11, 12 y 13 (FACPCE)";;1;1ra.ed.;1997.;2110
"Scheid, Jean Claude";"Los grandes autores de la administración.";;4;1ra.ed.;1983.;2111
"Hodge, Billy J.";"Management and organizational behavior : ";"a multidimensional approach.";1;1ra.ed.;1981.;2112
"Sapag Chain, Nassir";"Preparación y evaluación de proyectos.";;2;3ra.ed.;1995.;2113
"Ansorena Cao, Alvaro De";"Quince pasos para la selección de personal con éxito : ";"metódo e instrumentos.";1;1ra.ed.;1996.;2114
"George, Claude S., Jr";"Historia del pensamiento administrativo.";;1;1ra.ed.;1985.;2115
"Kliksberg, Bernardo";"El pensamiento organizativo del Taylorismo a la moderna teoría de la organización.";;4;10ma.ed.;[19--].;2116
"Kliksberg, Bernardo";"El pensamiento organizativo del Taylorismo a la moderna teoría de la organización.";;4;10ma.ed.;[19--].;2117
"Ackoff, Russell L.";"Un concepto de planificación de empresas.";;2;1ra.ed.;1979.;2118
"Fowler Newton, Enrique";"Auditoría aplicada.";;22;1ra.ed.;1991.;2119
"Fresco, Juan Carlos";"Estrategia para el planeamiento y sistemas informáticos en la PYME : ";"pequeña y mediana empresa.";2;1ra.ed.;1982.;2120
"Deal, Terrence E.";"Las empresas como sistemas culturales : ";"ritos y rituales de la vida organizacional.";1;1ra.ed.;1985.;2121
"Costello, Dennis R.";"New venture analysis : ";"research, planning and finance.";1;1ra.ed.;1985.;2122
"Fresco, Juan Carlos";"Organización y estructura para la pequeña y mediana empresa.";;6;1ra.ed.;1984.;2123
"Garcia Madaria, José María";"Teoría de la organización y sociedad contemporánea.";;1;1ra.ed.;1985.;2124
"Baca Urbina, Gabriel";"Evaluación de proyectos.";;2;3ra.ed.;1995.;2125
"Pederson, Carlton A.";"Venta : ";"principios y métodos.";1;1ra.ed.;1985.;2126
"Miklos, Tomás";"Planeación prospectiva : ";"una estrategia para el diseño del futuro.";3;1ra.ed.;2014.;2127
"Jensen, Kathleen";"Pascal : ";"manual del usuario e informe.";1;2da.ed.;1984.;2128
"Parkinson, C. Northcote";"Parkinson : ";"la ley.";2;1ra.ed.;1982.;2129
"Simon, Herbert A.";"La nueva ciencia de la decisión gerencial.";;2;1ra.ed.;1982.;2130
"Van Gigch, John Peter";"Teoría general de sistemas aplicada.";;1;1ra.ed.;1981.;2131
"Donovan, John J.";"Programación de sistemas.";;5;1ra.ed.;1984.;2132
"Hartman, W.";"Manual de los sistemas de información : ";"análisis, requisitos y su determinación, diseño y desarrollo, implantación y su evolución.";4;6ta.ed.;1984.;2133
"Hartman, W.";"Manual de los sistemas de información : ";"análisis, requisitos y su determinación, diseño y desarrollo, implantación y su evolución.";2;6ta.ed.;1984.;2134
"Hartman, W.";"Manual de los sistemas de información : ";"análisis, requisitos y su determinación, diseño y desarrollo, implantación y su evolución.";3;7ma.ed.;1985.;2135
"Hartman, W.";"Manual de los sistemas de información : ";"análisis, requisitos y su determinación, diseño y desarrollo, implantación y su evolución.";3;7ma.ed.;1985.;2136
"Senderovich, Isaac Aizik";"Manual del contador.";;1;1ra.ed.;1985.;2137
"Senderovich, Isaac Aizik";"Manual del contador.";;2;1ra.ed.;1985.;2138
"Pahlen Acuña, Ricardo J.M.";"Dinámica contable.";;20;1ra.ed.;1985.;2139
"Grönroos, Christian";"Marketing y gestión de servicios : ";"la gestión de los momentos de la verdad y la competencia en los servicios.";1;1ra.ed.;1990.;2141
"Lambin, Jean Jacques";"Casos prácticos de marketing.";;1;1ra.ed.;1995.;2142
"Ries, Al";"Marketing de guerra.";;1;1ra.ed.;1986.;2143
"Mc Carthy, E. Jerome";Marketing.;;1;11ra.ed.;1993.;2144
"Clark, Frank J";"Procesamiento de información.";;10;3ra.ed.;1985.;2145
"Clark, Frank J.";"Procesamiento de información.";;4;2da.ed.;1982.;2146
"Troiano, Alberto Carlos";"Estados contables consolidados.";;1;1ra.ed.;1997.;2147
"Frank, Robert H";"Microeconomía y conducta.";;6;1ra.ed.;1998.;2148
"Peters, Thomas J.";"En busca de la excelencia.";;1;1ra.ed.;1982.;2149
"Chiavenato, Idalberto";"Administración de recursos humanos.";;5;2da.ed.;1994.;2150
"Kendall, Kenneth";"Análisis y diseño de sistemas.";;9;3ra.ed.;1997.;2151
"Kendall, Kenneth";"Análisis y diseño de sistemas.";;1;;1991.;2152
"Holmes, Arthur W.";"Auditoría : ";"principios y procedimientos.";3;2da.ed.;1967.;2153
"Holmes, Arthur W.";"Auditoría : ";"soluciones de los problemas.";3;2da.ed.;1967.;2154
"Philip, L.";"Auditoría Montgomery.";;1;2da.ed.;1991.;2155
"Martino, Roque";"Administración de créditos y cobranzas.";;1;1ra.ed.;1982.;2156
"Weston, J.Fred";"Fundamentos de administración financiera.";;1;3ra.ed.;1982.;2157
"Peña Baztan, Manuel";"Direción de personal : ";"organización y técnicas.";1;6ta.ed.;1993.;2158
;"Anales de las Terceras Jornadas Nacionales de Sistemas de Información.";;1;1ra.ed.;1982.;2159
"Biondi, Mario";"Tratado de Contabilidad Intermedia y Superior.";;14;3ra.ed.;1992.;2160
"Biondi, Mario";"Tratado de Contabilidad Intermedia y Superior.";;17;4ta.ed.;1993.;2161
"Barnard, C.S.";"PLaneamiento y control agropecuarios.";;1;2da.ed.;1984.;2162
"Gonzalez Hernandez, Antonio";"Holding : ";"compañias tenedores, subsidiarias y asociadas; aspectos financieros.";1;1ra.ed.;1985.;2163
"Ulrich, Hans";"Principios de estrategia empresaria.";;1;1ra.ed.;1983.;2164
"Schoderbek, Charles G";"Sistemas administrativos.";;2;1ra.ed.;1984.;2165
"Flippo, Edwin B";"Dirección de empresas.";;1;1ra.ed.;1982.;2166
"Langefors, Börje";"Información y datos en los sistemas.";;1;1ra.ed.;1985.;2167
"Langefors, Börje";"Teoría de sistemas de información.";;7;2da.ed.;1982.;2168
"Lazzaro, Víctor";"Sistemas y procedimientos : ";"un manual para negocios y la industria.";3;2da.ed.;1982.;2169
"Lyon, John K.";"Bases de datos.";;1;1ra.ed.;1983.;2170
"Magdalena, Fernando G";"Sistemas administrativos.";;2;1ra.ed.;1984.;2171
"Murdick, Robert G";"Sistemas de información administrativa.";;7;2da.ed.;1988.;2172
"Nardelli, Jorge R";"Auditoría y seguridad de los sistemas de computación.";;3;1ra.ed.;1984.;2173
"Yourdon, Edward";"Análisis estructurado moderno.";;12;1ra.ed.;1993.;2174
"Vazsonyi, Andrew";"Introducción a la computación electrónica.";;13;3ra.ed.;1985.;2175
"Brady, Allen H.";"Lenguaje de programación BASIC.";;5;4ta.ed.;1985.;2176
"Ekman, Torgil";Cobol.;;5;3ra.ed.;1985.;2177
"Farina, Mario V.";"Diagramas de flujo.";;4;1ra.ed.;1985.;2178
"Lizasoain, Luis";"SPSS para Windows : ";"versión 6.0.1 en castellano.";1;1ra.ed.;1995.;2179
"Flaiban, Ricardo L.";"Manual de programación lógica y lenguaje Basic.";;10;1ra.ed.;1986.;2180
"Apter, Silvana";"Diagramas de lógica : ";"técnicas y casos.";10;1ra.ed.;1984.;2181
"Linari Micheletti, Marcelo";"La computación permite la auditoría en tiempo real.";;1;1ra.ed.;1983.;2182
"Candioti, Eduardo María";"Administración financiera a base de recetas caseras.";;1;4ta.ed.;1998.;2183
"Sabine, George H.";"Historia de la teoría política.";;2;3ra.ed.;1996.;2184
"Pahlen Acuña, Ricardo J. M";"Contabilidad : ";"presente y futuro.";26;1ra.ed.;1996.;2185
"Pascale, Ricardo";"Introducción al análisis de decisiones financieras.";;1;1ra.ed.;1985.;2186
"Flippo, Edwin B";"Principios de administración de personal.";;4;1ra.ed.;1978.;2187
"Spengler, Oswald";"La decadencia de occidente : ";"bosquejo de una morfología de la historia universal.";1;12da.ed.;1976.;2188
"Spengler, Oswald";"La decadencia de occidente : ";"bosquejo de una morfología de la historia universal.";2;12da.ed.;1976.;2189
"Burgin, Miron";"Aspectos económicos del federalismo argentino.";;3;1ra.ed.;1982.;2190
"Terry, George R";"Principios de administración.";;3;8va.ed.;1985.;2191
"Rojo, Armando O.";Algebra.;;2;11ra.ed.;1991.;2192
"Rojo, Armando O.";Algebra.;;5;12da.ed.;1993.;2193
"Rojo, Armando O.";Algebra.;;7;13ra.ed.;1995.;2194
"Ferns, H.S.";"Gran Bretaña y Argentina en el siglo XIX.";;1;1ra.ed.;1984.;2195
"Rex Gonzalez, Alberto";"Argentina indígena : ";"vísperas de la conquista.";4;1ra.ed.;1983.;2196
"Halperin Donghi, Tulio";"Argentina : ";"de la revolución de independencia a la Confederación rosista.";7;1ra.ed.;1987.;2197
"Gorostegui De Torres, Haydée";"Argentina : ";"la organización nacional.";9;1era.ed.;1987.;2198
"Gallo, Ezequiel";"Argentina : ";"la república conservadora.";9;1era.ed.;1987.;2199
"Canton, Darío";"Argentina : ";"la democracia constitucional y su crisis.";9;1ra.ed.;1986.;2200
"Doumenge, Francois";"Geografía de los mares.";;1;1ra.ed.;1972.;2201
"George, Pierre";"Geografía económica.";;1;5ta.ed.;1984.;2202
"Vazquez De Prada, Valentín";"Historia económica mundial.";;7;5ta.ed.;1976.;2203
"Vazquez De Prada, Valentín";"Historia económica mundial.";;12;5ta.ed.;1976.;2204
"Vazquez De Prada, Valentín";"Historia económica mundial.";;4;6ta.ed.;1976.;2205
"Vazquez De Prada, Valentín";"Historia económica mundial.";;6;4ta.ed.;1976.;2206
"George, Pierre";"Geografía rural.";;1;6ta.ed.;1982.;2207
"George, Pierre";"Geografía urbana.";;1;6ta.ed.;1982.;2208
"Coronado Morales, José Luis";"Estadística aplicada con statgraphics.";;1;1ra.ed.;1994.;2209
"Vegas Pérez, Ángel";"Estadística : ";"aplicaciones econométricas y actuariales.";1;1ra.ed.;1981.;2210
"Alemany, Ramón";"Estadística : ";"cuestiones tipo test.";1;1ra.ed.;1995.;2211
"Fernandez Fernández, Santiago";"Estadística descriptiva.";;1;1ra.ed.;1996.;2212
"Rossetti, José Paschoal";"Introducción a la economía.";;30;15ta.ed.;1994.;2213
"Hunt, John W";"La dirección de personal en la empresa : ";"guía sobre el comportamiento en las organizaciones.";1;3ra.ed.;1994.;2214
"Burgos Roman, Juan De";"Calculo infinitesimal de varias variables.";;6;1ra.ed.;1995.;2215
"Burgos Roman, Juan De";"Calculo infinitesimal de una variable.";;6;1ra.ed.;1994.;2216
"Drucker, Peter F";"Tiempo de desafios tiempo de reinvenciones.";;5;1ra.ed.;1997.;2217
"Maldonado, Eduardo";"Contabilidad 1.";;35;1ra.ed.;s.f..;2218
"Maldonado, Eduardo";"Contabilidad 1 : ";práctico.;31;1ra.ed.;1997.;2219
"Stanton, William J";"Fundamentos de marketing.";;2;10ma.ed.;1998.;2220
"Kotler, Philip";"Marketing social : ";"estrategias para cambiar la conducta pública.";1;1ra.ed.;1992.;2221
"Ries, Al";Posicionamiento.;;1;2da.ed.;c1989.;2222
"Bonnin, Jorge Javier";"Comunicación : ";"estrategias técnicas.";1;1ra.ed.;1993.;2223
"Aaker, David A.";"Management de la publicidad : ";"perspectivas prácticas.";2;4ta.ed.;1983.;2224
"Aaker, David A.";"Management de la publicidad : ";"perspectivas prácticas.";2;4ta.ed.;1983.;2225
"Ries, Al";"Posicionamiento : ";"el concepto que ha revolucionado la comunicación publicitaria y la mercadotecnia.";1;;1998.;2226
"Richino, Susana Victoria";"Selección de personal.";;1;1ra.ed.;1996.;2227
"Chao, Lincoln L.";"Introducción a la estadística.";;1;13ra.ed.;1998.;2228
"Ries, Al";"Las 22 leyes inmutables del marketing.";;1;1ra.ed.;1997.;2229
"Drucker, Peter F.";"Administración y futuro : ";"de los '90 en adelante.";3;3ra.ed.;1996.;2230
"Saroka, Raúl Horacio";"Informática para ejecutivos.";;11;1ra.ed.;1999.;2231
"Gómez Fulao, Juan Carlos";"Sistemas administrativos.";;17;1ra.ed.;1999.;2232
"Oszlak, Oscar";"La formación del estado argentino : ";"orden, progreso y organización nacional.";5;1ra.ed.;1997.;2233
"Rodríguez Arana, Jaime";"La privatización de la empresa publica.";;1;1ra.ed.;1991.;2234
"Serra, Roberto";"Re-estructurando empresas : ";"las nuevas estructuras de redes para diseñar las organizaciones del próximo siglo.";8;1ra.ed.;1994.;2235
"Biondi, Mario";"Efectos contables de las combinaciones de negocios.";;12;2da.ed.;1997.;2236
"Monteverde, Ernesto H.";"Conceptos e interpretación de las cuentas nacionales.";;5;2da.ed.;1994.;2237
"Sanders, Donald H";"Informática : ";"presente y futuro.";3;3ra.ed.;1997.;2238
"Priotto, Hugo C";"Sistema de información contable básica.";;39;3ra.ed.;1997.;2239
"Margerison, Charles J";"Administración en equipo : ";"nuevos enfoques prácticos.";6;1ra.ed.;1993.;2240
;"Dirección por objetivos : ";"aplicaciones en la pequeña empresa.";1;;1994.;2241
"Levine, John R";"El internet para dummies.";;1;3ra.ed.;1997.;2242
